"","respID","qID","altID","obsID","price","time","agent","location"
"1",1,1,1,1,"$20","Today","Autonomous vehicle","Curbside"
"2",1,1,2,1,"$25","In 7 days","Autonomous vehicle","Neighborhood locker"
"3",1,2,1,2,"$10","Today","Autonomous vehicle","Doorstep"
"4",1,2,2,2,"$20","Today","Human","Neighborhood locker"
"5",1,3,1,3,"$15","In 7 days","Human","Neighborhood locker"
"6",1,3,2,3,"$30","In 4 days","Human","Curbside"
"7",1,4,1,4,"$15","Tomorrow","Autonomous vehicle","Doorstep"
"8",1,4,2,4,"$5","Tomorrow","Human","Neighborhood locker"
"9",1,5,1,5,"$25","Today","Human","Curbside"
"10",1,5,2,5,"$25","Tomorrow","Autonomous vehicle","Curbside"
"11",1,6,1,6,"$10","Today","Human","Doorstep"
"12",1,6,2,6,"$5","Today","Human","Curbside"
"13",1,7,1,7,"$20","Tomorrow","Autonomous vehicle","Curbside"
"14",1,7,2,7,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"15",1,8,1,8,"$25","Today","Autonomous vehicle","Curbside"
"16",1,8,2,8,"$25","In 4 days","Autonomous vehicle","Curbside"
"17",1,9,1,9,"$15","Tomorrow","Human","Doorstep"
"18",1,9,2,9,"$25","Tomorrow","Human","Curbside"
"19",1,10,1,10,"$10","Today","Autonomous vehicle","Curbside"
"20",1,10,2,10,"$5","Tomorrow","Human","Curbside"
"21",2,1,1,11,"$5","In 4 days","Human","Curbside"
"22",2,1,2,11,"$25","Today","Human","Neighborhood locker"
"23",2,2,1,12,"$25","Today","Autonomous vehicle","Neighborhood locker"
"24",2,2,2,12,"$15","In 7 days","Autonomous vehicle","Curbside"
"25",2,3,1,13,"$5","Today","Autonomous vehicle","Doorstep"
"26",2,3,2,13,"$15","Today","Human","Doorstep"
"27",2,4,1,14,"$30","Today","Autonomous vehicle","Curbside"
"28",2,4,2,14,"$25","In 4 days","Human","Curbside"
"29",2,5,1,15,"$5","In 7 days","Autonomous vehicle","Curbside"
"30",2,5,2,15,"$25","In 7 days","Human","Curbside"
"31",2,6,1,16,"$10","In 7 days","Autonomous vehicle","Doorstep"
"32",2,6,2,16,"$30","In 7 days","Human","Neighborhood locker"
"33",2,7,1,17,"$15","Tomorrow","Human","Curbside"
"34",2,7,2,17,"$10","Today","Autonomous vehicle","Neighborhood locker"
"35",2,8,1,18,"$30","In 7 days","Autonomous vehicle","Doorstep"
"36",2,8,2,18,"$10","In 4 days","Autonomous vehicle","Curbside"
"37",2,9,1,19,"$10","In 4 days","Human","Neighborhood locker"
"38",2,9,2,19,"$25","Tomorrow","Autonomous vehicle","Doorstep"
"39",2,10,1,20,"$5","Tomorrow","Autonomous vehicle","Curbside"
"40",2,10,2,20,"$5","In 4 days","Autonomous vehicle","Curbside"
"41",3,1,1,21,"$5","In 7 days","Autonomous vehicle","Curbside"
"42",3,1,2,21,"$20","Today","Autonomous vehicle","Doorstep"
"43",3,2,1,22,"$0","Tomorrow","Autonomous vehicle","Curbside"
"44",3,2,2,22,"$5","In 7 days","Human","Doorstep"
"45",3,3,1,23,"$10","Tomorrow","Autonomous vehicle","Neighborhood locker"
"46",3,3,2,23,"$30","In 4 days","Autonomous vehicle","Neighborhood locker"
"47",3,4,1,24,"$15","Tomorrow","Autonomous vehicle","Neighborhood locker"
"48",3,4,2,24,"$0","Tomorrow","Human","Curbside"
"49",3,5,1,25,"$15","In 4 days","Autonomous vehicle","Neighborhood locker"
"50",3,5,2,25,"$5","In 7 days","Human","Curbside"
"51",3,6,1,26,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"52",3,6,2,26,"$20","Today","Autonomous vehicle","Neighborhood locker"
"53",3,7,1,27,"$10","Today","Human","Doorstep"
"54",3,7,2,27,"$5","Tomorrow","Human","Doorstep"
"55",3,8,1,28,"$0","In 7 days","Human","Curbside"
"56",3,8,2,28,"$20","In 7 days","Human","Doorstep"
"57",3,9,1,29,"$20","Tomorrow","Autonomous vehicle","Doorstep"
"58",3,9,2,29,"$5","Tomorrow","Autonomous vehicle","Curbside"
"59",3,10,1,30,"$0","Today","Human","Neighborhood locker"
"60",3,10,2,30,"$5","In 4 days","Human","Neighborhood locker"
"61",4,1,1,31,"$10","Tomorrow","Human","Neighborhood locker"
